timestamp,watts,vram_mb,temp_c
1787347640,30.22,1903,87
1787347641,29.95,1903,87
1787347642,29.75,1903,87
1787347643,29.67,1903,87
1787347644,25.76,281,85
1787347645,15.53,268,84
1787347646,14.89,268,84
1787347647,12.71,267,83
1787347648,10.45,266,82
1787347649,10.29,265,82
1787347650,10.09,265,81
1787347651,10.07,257,81
1787347652,10.32,397,81
1787347653,13.60,385,82
1787347654,15.41,828,82
1787347655,30.82,764,85
1787347656,33.18,762,85
1787347657,32.96,758,86
1787347658,32.41,756,86
1787347659,32.99,756,86
1787347660,33.58,756,86
1787347661,33.06,756,86
1787347662,32.69,756,86
1787347663,32.03,762,86
1787347664,32.30,761,86
1787347665,32.01,761,86
1787347666,31.58,761,86
1787347667,30.98,761,86
1787347668,30.29,761,86
1787347669,30.62,761,86
1787347670,31.02,761,86
1787347671,30.56,761,86
1787347672,30.77,761,86
1787347673,30.83,761,86
1787347674,30.23,761,86
1787347675,30.44,761,87
1787347677,30.20,761,86
1787347678,29.57,761,87
1787347679,29.34,761,86
1787347680,29.12,761,86
1787347681,28.97,761,86
1787347682,29.52,761,86
1787347683,30.59,761,87
1787347684,31.88,761,87
1787347685,32.10,761,87
1787347686,30.57,761,87
1787347687,29.56,761,87
1787347688,29.28,761,87
1787347689,29.25,761,87
1787347690,29.49,761,87
1787347691,30.11,761,87
1787347692,29.73,761,87
1787347693,29.74,761,87
1787347694,30.69,761,87
1787347695,31.78,761,87
1787347696,30.74,761,87
1787347697,28.92,761,87
1787347698,28.56,761,87
1787347699,28.04,761,87
1787347700,28.00,761,87
1787347701,27.38,761,87
1787347702,27.18,761,87
1787347703,27.30,761,86
1787347704,27.40,761,86
1787347705,27.26,761,86
1787347706,27.40,761,87
1787347707,27.62,761,86
1787347708,28.25,761,87
1787347709,28.15,761,87
1787347710,27.68,761,86
1787347711,27.58,761,86
1787347712,27.01,761,86
1787347713,26.60,761,86
1787347714,26.22,761,86
1787347715,26.19,761,86
1787347716,21.65,805,85
1787347717,15.43,803,84
1787347718,14.28,427,83
1787347719,10.47,426,82
1787347720,10.47,425,82
1787347721,10.25,425,82
1787347722,10.17,424,81
1787347723,10.14,416,81
1787347724,11.04,298,81
1787347725,14.92,298,82
1787347726,15.01,297,82
1787347727,14.51,297,81
1787347728,10.93,1067,81
1787347729,20.29,1056,83
1787347730,23.06,1056,83
1787347731,23.01,1052,83
1787347732,23.09,1052,83
1787347733,23.06,1052,83
1787347734,22.89,1052,84
1787347735,22.87,1052,83
1787347736,22.71,1052,84
1787347737,22.64,1052,84
1787347738,22.61,1052,84
1787347739,22.60,1052,84
1787347740,22.46,1052,84
1787347741,22.18,1052,83
1787347742,22.15,1052,84
1787347743,22.13,1052,84
1787347744,22.19,1052,84
1787347745,22.41,1052,84
1787347746,22.48,1052,84
1787347747,22.42,1052,84
1787347748,22.36,1052,84
1787347749,22.69,1052,84
1787347750,22.99,1052,84
1787347751,22.89,1052,84
1787347752,22.80,1052,84
1787347753,22.65,1052,84
1787347754,22.76,1052,84
1787347755,22.66,1052,84
1787347756,22.16,1052,84
1787347757,22.84,1052,84
1787347758,23.14,1052,84
1787347759,23.31,1052,84
1787347760,22.88,1052,84
1787347761,22.69,1052,84
1787347762,22.54,1052,84
1787347763,22.40,1052,84
1787347764,22.37,1052,84
1787347765,22.28,1052,84
1787347766,22.25,1052,84
1787347767,22.26,1052,84
1787347768,22.19,1052,84
1787347769,22.31,1052,84
1787347770,22.37,1052,84
1787347771,22.34,1052,84
1787347772,22.26,1052,84
1787347773,22.23,1052,84
1787347774,22.36,1052,84
1787347775,22.49,1052,84
1787347776,22.65,1052,84
1787347777,22.73,1052,84
1787347778,22.59,1052,84
1787347779,22.39,1052,84
1787347780,22.30,1052,84
1787347781,22.27,1052,84
1787347782,22.23,1052,84
1787347783,22.30,1052,84
1787347784,22.30,1052,84
1787347785,22.36,1052,84
1787347786,22.31,1052,84
1787347787,22.30,1052,84
1787347788,21.23,293,83
1787347789,14.16,283,82
1787347790,13.76,271,82
1787347791,13.54,270,82
1787347792,10.73,270,81
1787347793,10.04,269,80
1787347794,9.90,269,80
1787347795,9.73,268,80
1787347796,9.93,361,80
1787347797,18.52,428,83
1787347798,32.66,420,83
1787347799,29.39,387,84
1787347800,29.29,385,84
1787347801,29.27,381,84
1787347802,28.93,378,84
1787347803,28.75,377,84
1787347804,28.74,377,84
1787347805,28.98,373,84
1787347806,29.30,373,84
1787347807,29.21,373,84
1787347808,28.95,373,84
1787347809,28.90,373,84
1787347810,29.28,373,84
1787347811,29.49,373,84
1787347812,29.22,373,84
1787347813,29.35,373,84
1787347814,29.90,373,84
1787347815,29.92,373,85
1787347816,29.71,373,84
1787347817,29.13,373,85
1787347818,29.91,373,84
1787347819,29.67,373,85
1787347820,29.74,373,85
1787347821,29.72,373,85
1787347822,29.82,373,85
1787347823,30.22,373,85
1787347824,30.44,373,85
1787347825,30.04,373,85
1787347826,29.93,373,85
1787347827,30.32,373,85
1787347828,30.14,373,85
1787347829,30.34,373,85
1787347830,30.10,373,85
1787347831,30.56,373,85
1787347832,30.28,373,85
1787347833,30.46,373,85
1787347834,30.17,373,85
1787347835,30.00,373,85
1787347836,30.05,373,85
1787347837,29.94,373,85
1787347838,30.11,373,85
1787347839,30.00,373,85
1787347840,30.11,373,85
1787347841,29.93,373,85
1787347842,30.02,373,85
1787347843,29.76,373,85
1787347844,30.16,373,85
1787347845,29.98,373,85
1787347846,29.73,373,85
1787347847,30.57,373,85
1787347848,30.58,373,86
1787347849,30.19,373,85
1787347850,29.47,373,85
1787347851,29.56,373,85
1787347852,29.35,373,85
1787347853,29.86,373,85
1787347854,29.54,373,85
1787347855,29.46,373,85
1787347856,29.38,373,85
1787347857,29.17,384,85
1787347858,25.81,385,83
1787347859,15.15,386,83
1787347860,14.47,386,82
1787347861,12.96,384,81
1787347862,10.22,383,81
1787347863,10.15,383,80
1787347864,10.03,383,80
1787347865,9.98,374,80
1787347866,10.41,369,80
1787347867,23.52,369,83
1787347868,32.18,374,84
1787347869,43.13,374,87
1787347870,42.66,366,87
1787347871,42.45,366,87
1787347872,42.42,362,87
1787347873,41.67,362,86
1787347875,37.42,362,86
1787347875,37.55,362,86
1787347876,37.52,362,86
1787347878,37.34,362,86
1787347879,37.37,362,86
1787347880,37.38,362,86
1787347881,37.40,362,87
1787347882,37.45,362,87
1787347883,37.40,362,87
1787347884,37.33,362,87
1787347885,37.28,362,87
1787347886,37.32,362,87
1787347887,37.29,362,87
1787347888,37.21,362,87
1787347889,37.40,362,87
1787347890,37.49,362,87
1787347891,37.44,362,87
1787347892,37.35,362,87
1787347893,37.38,362,87
1787347894,34.24,362,86
1787347895,34.12,362,86
1787347896,34.20,362,86
1787347897,34.21,362,86
1787347898,34.19,362,86
1787347899,34.10,362,86
1787347900,34.09,362,86
1787347901,33.94,362,86
1787347902,34.03,362,86
1787347903,34.02,362,86
1787347904,33.94,362,86
1787347905,33.77,362,86
1787347906,33.65,362,86
1787347907,33.53,362,86
1787347908,33.40,362,86
1787347909,33.32,362,86
1787347910,33.42,362,86
1787347911,33.46,362,86
1787347912,33.59,362,86
1787347913,33.57,362,86
1787347914,33.69,362,86
1787347915,33.75,362,86
1787347916,33.85,362,86
1787347917,33.81,362,86
1787347918,33.78,362,86
1787347919,33.79,362,86
1787347920,33.88,362,86
1787347921,33.77,362,86
1787347922,33.68,362,86
1787347923,33.70,362,86
1787347924,33.61,362,86
1787347925,33.44,362,86
1787347926,33.34,362,86
1787347927,33.49,365,86
1787347928,23.25,363,84
1787347929,15.20,303,83
1787347930,14.14,303,82
1787347931,12.99,301,81
1787347932,10.22,300,81
1787347933,10.04,300,80
1787347934,9.92,299,80
1787347935,9.96,296,80
1787347936,10.29,347,80
1787347937,10.40,339,79
1787347938,10.33,339,79
1787347939,10.35,339,79
1787347940,10.40,337,79
1787347941,10.44,337,79
1787347942,9.78,337,79
1787347943,10.95,2627,79
1787347944,18.44,2750,82
1787347945,24.55,2750,82
1787347946,24.34,2750,83
1787347947,24.67,2750,83
1787347948,24.81,2750,83
1787347949,24.42,2750,83
1787347950,24.34,2750,83
1787347951,24.52,2750,83
1787347952,23.96,2750,83
1787347953,23.71,2750,83
1787347954,23.69,2750,83
1787347955,24.10,2750,83
1787347956,23.52,2750,83
1787347957,23.59,2750,83
1787347958,23.48,2750,83
1787347959,23.58,2750,83
1787347960,23.66,2750,83
1787347961,23.48,2750,83
1787347962,23.46,2750,83
1787347963,23.35,2750,83
1787347964,28.01,2750,84
1787347965,24.40,2750,84
1787347966,23.95,2744,83
1787347967,23.76,2744,84
1787347968,24.12,2744,84
1787347969,23.97,2744,84
1787347970,24.21,2744,84
1787347971,23.31,2744,84
1787347972,24.01,2744,84
1787347973,24.38,2744,84
1787347974,24.65,2744,84
1787347975,24.60,2744,84
